2000
1992
1997,104015
2003,277311
2001,218674
1997,561344
2002,743978
2000,228011
1997,028011
2002,743978
2000,228011
1997,028011
2002,743978
2000,228011
1997,028011
2002,743978
2000,228011
1997,028011
2002,743978
2000,228011
1997,028011
2002,743978
2000,228011
1997,028011
2002,743978
2000,228011
1996,494678
2000,001308
1991,314659
1977,830626
1963,738564
1950,557238
1930,361344
1924,109429
1941,253407
1966,245377
1983,922689
1991,770681
1998,323996
1999,466667
1998,018674
2000,305322
1999,54267
1997,485341
2000,305322
2000,076004
1997,561344
2000,838656
2001,066667
1998,094678
2000,838656
2000,533333
1996,952007
1997,486648
1995,962652
1989,866667
1989,105322
1988,8
1987,046685
1991,009337
1994,818674
1994,970681
1998,781326
2000,45733
1997,561344
1999,847993
2000,533333
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,305322
2000,990663
1997,561344
1999,847993
2000,533333
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2001,371989
2001,14267
1998,628011
2001,829319
2001,6
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,628011
2000,914659
2001,6
1999,618674
2001,447993
2001,6
1999,618674
2001,447993
2002,133333
1999,161344
2001,905322
2002,05733
1998,628011
2000,838656
2001,066667
1998,628011
2000,914659
2001,6
1999,085341
2001,371989
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,094678
2000,838656
2001,066667
1998,628011
2000,914659
2001,6
1999,618674
2001,447993
2001,6
1999,085341
2001,371989
2001,066667
1998,094678
2001,371989
2001,14267
1998,628011
2001,829319
