           t;          pp;         Mop;          Ms;         nsr;          ns
   2.6500000; 175.6661849;  14.5615321;  14.5598434; 600.0000000; 599.8411018
   2.6600000; 175.7194422;  14.5659468;  14.5652012; 600.0000000; 599.7942065
   2.6700000; 175.7259222;  14.5664839;  14.5683252; 600.0000000; 599.8264074
   2.6800000; 175.7324023;  14.5670211;  14.5686930; 600.0000000; 599.8964597
   2.6900000; 175.6930724;  14.5637609;  14.5666689; 600.0000000; 599.9947794
   2.7000000; 175.6537426;  14.5605007;  14.5624540; 600.0000000; 600.0902085
   2.7100000; 175.6389564;  14.5592751;  14.5590919; 600.0000000; 600.1177103
   2.7200000; 175.6241702;  14.5580494;  14.5574358; 600.0000000; 600.1002369
   2.7300000; 175.6281413;  14.5583786;  14.5571088; 600.0000000; 600.0595713
   2.7400000; 175.6321124;  14.5587077;  14.5578238; 600.0000000; 600.0175812
   2.7500000; 175.6253624;  14.5581482;  14.5581988; 600.0000000; 600.0047987
   2.7600000; 175.6186124;  14.5575887;  14.5578355; 600.0000000; 600.0118844
   2.7700000; 175.5953062;  14.5556568;  14.5565596; 600.0000000; 600.0384105
   2.7800000; 175.5720000;  14.5537248;  14.5543911; 600.0000000; 600.0698793
   2.7900000; 175.5585000;  14.5526058;  14.5524981; 600.0000000; 600.0784646
   2.8000000; 175.5450000;  14.5514867;  14.5512376; 600.0000000; 600.0710922
   2.8100000; 175.5348225;  14.5506431;  14.5503189; 600.0000000; 600.0595873
   2.8200000; 175.5246450;  14.5497994;  14.5495917; 600.0000000; 600.0496843
   2.8300000; 175.5146250;  14.5489688;  14.5488665; 600.0000000; 600.0442156
   2.8400000; 175.5046050;  14.5481382;  14.5481005; 600.0000000; 600.0420003
   2.8500000; 175.5023550;  14.5479517;  14.5476041; 600.0000000; 600.0331001
   2.8600000; 175.5001050;  14.5477652;  14.5474909; 600.0000000; 600.0209235
   2.8700000; 175.5110887;  14.5486757;  14.5479604; 600.0000000; 599.9989091
   2.8800000; 175.5220725;  14.5495862;  14.5490738; 600.0000000; 599.9746077
   2.8900000; 175.5252863;  14.5498526;  14.5499477; 600.0000000; 599.9685432
   2.9000000; 175.5285000;  14.5501190;  14.5503180; 600.0000000; 599.9748310
   2.9100000; 175.5249637;  14.5498258;  14.5502578; 600.0000000; 599.9885777
   2.9200000; 175.5214275;  14.5495327;  14.5498351; 600.0000000; 600.0029762
   2.9300000; 175.5100688;  14.5485912;  14.5490725; 600.0000000; 600.0198137
   2.9400000; 175.4987101;  14.5476496;  14.5479653; 600.0000000; 600.0355855
   2.9500000; 175.5068551;  14.5483248;  14.5476163; 600.0000000; 600.0233266
   2.9600000; 175.5150000;  14.5489999;  14.5483531; 600.0000000; 599.9959284
   2.9700000; 175.5309674;  14.5503235;  14.5496312; 600.0000000; 599.9682872
   2.9800000; 175.5469349;  14.5516471;  14.5512432; 600.0000000; 599.9468455
   2.9900000; 175.5429150;  14.5513139;  14.5520229; 600.0000000; 599.9575700
   3.0000000; 175.5388950;  14.5509806;  14.5516500; 600.0000000; 599.9853910
   3.0100000; 175.5165000;  14.5491243;  14.5502941; 600.0000000; 600.0251139
   3.0200000; 175.4941050;  14.5472679;  14.5480520; 600.0000000; 600.0636852
   3.0300000; 175.4815162;  14.5462243;  14.5461500; 600.0000000; 600.0749278
   3.0400000; 175.4689275;  14.5451808;  14.5449315; 600.0000000; 600.0680482
